_id,failedAttempts,classes_hit,total_classes
68dc5d76efaeec64e5eb7339,8,3,6
68dc5f07efaeec64e5eb733e,5,3,6
68dc6457efaeec64e5eb7352,16,3,6
68dc6485efaeec64e5eb7355,3,2,6
68dc67a2efaeec64e5eb7360,2,0,6
68dc6809efaeec64e5eb7363,5,3,6
68dc6820efaeec64e5eb7364,4,2,6
68dc6840efaeec64e5eb7365,11,4,6
68dc6ce7efaeec64e5eb736f,3,3,6
68dc6d16efaeec64e5eb7370,6,3,6
68dc70f1efaeec64e5eb7373,67,5,6
68dc7221efaeec64e5eb7374,0,6,6
68dc7325efaeec64e5eb7375,6,5,6
68dc7c35efaeec64e5eb737c,6,5,6
68dc7eaaefaeec64e5eb7382,6,4,6
68dc80a4efaeec64e5eb7387,4,2,6
68dc84c1efaeec64e5eb738c,2,2,6
68dc856defaeec64e5eb738f,3,4,6
68dc85d2efaeec64e5eb7390,3,5,6
68dc86ebefaeec64e5eb7393,0,3,6
68dc877aefaeec64e5eb7394,5,5,6
68dc8d3cefaeec64e5eb73a0,0,0,6
68dc8e89efaeec64e5eb73a5,1,3,6
68dc8ee1efaeec64e5eb73a8,4,2,6
68dc9121efaeec64e5eb73ac,7,5,6
68dc9274efaeec64e5eb73b1,14,4,6
68dc940aefaeec64e5eb73b7,6,3,6
68dc9414efaeec64e5eb73b8,2,4,6
68dc9586efaeec64e5eb73bc,6,4,6
68dc9a7fefaeec64e5eb73c3,2,4,6
68dc9c54efaeec64e5eb73c5,3,3,6
68dc9c8defaeec64e5eb73c6,10,2,6
68dc9da8efaeec64e5eb73cc,1,4,6
68dc9f42efaeec64e5eb73d2,0,4,6
68dc9fedefaeec64e5eb73d7,10,1,6
68dca194efaeec64e5eb73db,28,1,6
68dca286efaeec64e5eb73de,4,6,6
68dca574efaeec64e5eb73e0,6,2,6
68dca5fcefaeec64e5eb73e1,3,3,6
68dca703efaeec64e5eb73e2,1,4,6
68dca78eefaeec64e5eb73e3,0,5,6
68dcaf08efaeec64e5eb73ea,4,4,6
68dcb572efaeec64e5eb73fd,2,3,6
68dcb794efaeec64e5eb7408,2,6,6
68dcbc2befaeec64e5eb740e,9,6,6
68dcbc3aefaeec64e5eb740f,7,4,6
68dcbc57efaeec64e5eb7410,22,2,6
68dcbc9aefaeec64e5eb7411,23,1,6
68dcbd60efaeec64e5eb7414,12,1,6
68dcbe88efaeec64e5eb7418,12,5,6
68dcc2abefaeec64e5eb741c,4,2,6
68dcc4a8efaeec64e5eb741d,0,4,6
68dcc56aefaeec64e5eb741e,4,2,6
68dcc7faefaeec64e5eb741f,11,1,6
68dccb3eefaeec64e5eb7423,0,3,6
68dccbb5efaeec64e5eb7424,2,4,6
68dccde0efaeec64e5eb7426,0,6,6
68dcd773efaeec64e5eb7437,6,0,6
68dcdab6efaeec64e5eb743c,7,3,6
68dcdc19efaeec64e5eb743f,2,2,6
68dcdc3befaeec64e5eb7440,27,2,6
68dcddadefaeec64e5eb7441,4,0,6
68dcde86efaeec64e5eb7443,0,5,6
68dcdfc0efaeec64e5eb7444,1,5,6
68dce372efaeec64e5eb7447,3,4,6
68dced92efaeec64e5eb7454,0,5,6
68dcefdfefaeec64e5eb7456,7,0,6
68dcf0ebefaeec64e5eb7457,13,2,6
68dcfa11efaeec64e5eb7465,6,1,6
68dcfaa5efaeec64e5eb7466,9,3,6
68dcfd64efaeec64e5eb7467,20,4,6
68dd01d3efaeec64e5eb746f,0,0,6
68dd04caefaeec64e5eb7473,12,5,6
68dd0874efaeec64e5eb747a,29,2,6
68dd0942efaeec64e5eb747b,4,5,6
68dd0b07efaeec64e5eb7480,2,2,6
68dd1123efaeec64e5eb7486,1,4,6
68dd16f1efaeec64e5eb748b,4,2,6
68dd1713efaeec64e5eb748c,0,4,6
68dd1a58efaeec64e5eb7490,7,0,6
68dd6db6efaeec64e5eb7498,0,0,6
68dd7533efaeec64e5eb7499,1,5,6
68dd783eefaeec64e5eb749a,9,0,6
68dd8e0aefaeec64e5eb74a3,7,3,6
68dd8eeeefaeec64e5eb74a4,16,2,6
68dd922cefaeec64e5eb74a6,8,5,6
68dd9642efaeec64e5eb74a9,3,3,6
68dd9a12efaeec64e5eb74b1,14,2,6
68dd9abaefaeec64e5eb74b3,3,5,6
68dd9b06efaeec64e5eb74b5,9,2,6
68dd9d4befaeec64e5eb74ba,15,5,6
68dda24defaeec64e5eb74c4,3,5,6
68dda561efaeec64e5eb74c7,7,3,6
68dda65befaeec64e5eb74c8,4,4,6
68dda6adefaeec64e5eb74c9,13,4,6
68dda8efefaeec64e5eb74cc,6,1,6
68ddadebefaeec64e5eb74d4,3,3,6
68ddc599efaeec64e5eb74ee,6,3,6
68ddca53efaeec64e5eb74f1,2,2,6
68ddceedefaeec64e5eb74f5,5,2,6
68ddd275efaeec64e5eb74f8,3,3,6
68ddd48eefaeec64e5eb74ff,0,5,6
68ddd92fefaeec64e5eb7504,8,0,6
68dde0cfefaeec64e5eb7514,25,5,6
68dde1b7efaeec64e5eb7519,6,0,6
68dde1e1efaeec64e5eb751a,0,4,6
68dde214efaeec64e5eb751c,16,1,6
68dde43fefaeec64e5eb7525,16,1,6
68dde569efaeec64e5eb7529,7,0,6
68dde6acefaeec64e5eb7531,47,2,6
68dde76eefaeec64e5eb7534,34,5,6
68dde7e1efaeec64e5eb7537,5,0,6
68dde837efaeec64e5eb7539,15,1,6
68dde871efaeec64e5eb753a,7,1,6
68dde8a3efaeec64e5eb753b,14,1,6
68dde911efaeec64e5eb753c,4,3,6
68dde9c9efaeec64e5eb753e,14,0,6
68ddefb7efaeec64e5eb7547,3,5,6
68ddf035efaeec64e5eb7548,14,2,6
68ddf21defaeec64e5eb754d,7,4,6
68ddf8442c48416419f4a773,4,4,6
68ddf89c2c48416419f4a774,5,1,6
68ddf8e32c48416419f4a776,10,6,6
68ddfa7a2c48416419f4a77a,0,6,6
68ddfa902c48416419f4a77c,8,1,6
68ddfd602c48416419f4a786,18,2,6
68ddff1d2c48416419f4a78d,3,2,6
68de010d2c48416419f4a795,15,0,6
68de02202c48416419f4a798,1,1,6
68de03742c48416419f4a79a,2,3,6
68de07932c48416419f4a7a0,11,5,6
68de081d2c48416419f4a7a1,21,1,6
68de0e712c48416419f4a7aa,6,2,6
68de0f7d2c48416419f4a7ac,6,4,6
68de10932c48416419f4a7af,4,4,6
68de12332c48416419f4a7b2,17,2,6
68de15e42c48416419f4a7b5,3,2,6
68de169b2c48416419f4a7b6,0,6,6
68de17312c48416419f4a7b7,4,1,6
68de17992c48416419f4a7b8,9,4,6
68de1b3b2c48416419f4a7ba,16,1,6
68de21672c48416419f4a7c0,1,3,6
68de25232c48416419f4a7c3,14,4,6
68de28832c48416419f4a7c5,6,2,6
68de2a322c48416419f4a7c7,1,5,6
68de2d9e2c48416419f4a7c8,2,2,6
68de2edf2c48416419f4a7cb,37,4,6
68de2fdc2c48416419f4a7cf,9,2,6
68de32302c48416419f4a7d1,14,0,6
68de352b2c48416419f4a7d6,3,2,6
68de3a1b2c48416419f4a7dc,6,1,6
68de3a3c2c48416419f4a7dd,4,2,6
68de3bc62c48416419f4a7de,9,5,6
68de40142c48416419f4a7e4,3,3,6
68de44072c48416419f4a7ef,12,0,6
68de49852c48416419f4a7ff,8,2,6
68de4eb72c48416419f4a804,1,4,6
68de4fb62c48416419f4a807,2,5,6
68de50d62c48416419f4a809,7,2,6
68de52f22c48416419f4a80b,8,1,6
68de53b12c48416419f4a80c,9,2,6
68de55612c48416419f4a80d,6,0,6
68de55862c48416419f4a80e,10,2,6
68de59c12c48416419f4a811,2,2,6
68de5a6e2c48416419f4a812,10,6,6
68de60c32c48416419f4a815,2,5,6
68de66842c48416419f4a81b,6,3,6
68de670f2c48416419f4a81c,5,0,6
68de688b2c48416419f4a81d,1,5,6
68de6a7d2c48416419f4a81e,0,0,6
68de6a8e2c48416419f4a81f,8,0,6
68de6ae32c48416419f4a820,7,3,6
68de73152c48416419f4a824,11,4,6
68de739b2c48416419f4a825,2,5,6
68de812f2c48416419f4a829,13,4,6
68dec3332c48416419f4a82c,7,1,6
68ded5ba2c48416419f4a830,3,5,6
68dedff22c48416419f4a839,2,6,6
68dee41a2c48416419f4a83f,7,4,6
68dee5942c48416419f4a843,8,6,6
68dee6292c48416419f4a845,13,2,6
68dee6b32c48416419f4a847,1,3,6
68dee7652c48416419f4a848,4,4,6
68deeabd2c48416419f4a849,14,1,6
68deed752c48416419f4a84b,4,2,6
68deef592c48416419f4a84c,9,6,6
68def4ac2c48416419f4a852,19,4,6
68def6d42c48416419f4a853,13,2,6
68defb9d2c48416419f4a855,3,3,6
68df154e2c48416419f4a85b,3,3,6
68df18b92c48416419f4a85e,5,0,6
68df19702c48416419f4a85f,4,3,6
68df1ed72c48416419f4a860,3,3,6
68df28642c48416419f4a866,1,2,6
68df287e2c48416419f4a867,2,4,6
68df28a32c48416419f4a869,23,1,6
68df29482c48416419f4a86a,2,3,6
68df30812c48416419f4a871,1,5,6
68df32c72c48416419f4a874,2,5,6
68df37f82c48416419f4a87c,0,5,6
68df3a132c48416419f4a882,14,6,6
68df3fb02c48416419f4a888,0,6,6
68df43072c48416419f4a88a,2,3,6
68df45352c48416419f4a88f,4,4,6
68df46a02c48416419f4a893,6,0,6
68df48472c48416419f4a895,4,4,6
68df49cf2c48416419f4a896,3,3,6
68df4e752c48416419f4a89c,5,5,6
68df510b2c48416419f4a8a1,2,5,6
68df514b2c48416419f4a8a2,9,1,6
68df51802c48416419f4a8a3,4,1,6
68df552d2c48416419f4a8a5,4,2,6
68df55802c48416419f4a8a6,8,5,6
68df61c22c48416419f4a8af,11,2,6
68df62a62c48416419f4a8b0,14,2,6
68df684b2c48416419f4a8b3,2,4,6
68df6f392c48416419f4a8be,5,4,6
68df75f02c48416419f4a8c3,1,5,6
68df771b2c48416419f4a8c4,2,2,6
68df7ce62c48416419f4a8cc,0,5,6
68df80a52c48416419f4a8cf,8,1,6
68df81602c48416419f4a8d1,15,1,6
68df860b2c48416419f4a8d5,4,2,6
68df8d162c48416419f4a8da,36,6,6
68df95f72c48416419f4a8e0,3,5,6
68df969c2c48416419f4a8e2,1,4,6
68df9eba2c48416419f4a8e3,4,3,6
68dfa6172c48416419f4a8ec,0,0,6
68dfaafd2c48416419f4a8f1,5,0,6
68dfad1b2c48416419f4a8f2,5,4,6
68dfb3472c48416419f4a8f8,45,1,6
68dfb5942c48416419f4a8fa,0,0,6
68dfb9fb2c48416419f4a8fe,11,1,6
68dfbc9f2c48416419f4a903,12,2,6
68dfbfd82c48416419f4a907,21,5,6
68dfc9242c48416419f4a908,3,3,6
68dfd3442c48416419f4a90b,1,3,6
68dfd9d82c48416419f4a90c,18,2,6
68e038652c48416419f4a914,16,0,6
68e03f772c48416419f4a91b,7,6,6
68e0457e2c48416419f4a924,8,4,6
68e04b512c48416419f4a92b,3,6,6
68e04d102c48416419f4a92d,1,5,6
68e04e312c48416419f4a92f,5,3,6
68e04f112c48416419f4a931,10,1,6
68e04f7a2c48416419f4a932,4,2,6
68e0517c2c48416419f4a934,2,6,6
68e052142c48416419f4a936,5,0,6
68e0535d2c48416419f4a938,0,5,6
68e0554a2c48416419f4a939,2,4,6
68e05aa62c48416419f4a93b,39,2,6
68e067772c48416419f4a944,3,5,6
68e068fd2c48416419f4a945,12,0,6
68e06db12c48416419f4a947,8,4,6
68e077262c48416419f4a954,5,4,6
68e078382c48416419f4a956,6,3,6
68e07a152c48416419f4a95a,0,4,6
68e07b7e2c48416419f4a95d,0,6,6
68e07be52c48416419f4a95f,14,1,6
68e07d3d2c48416419f4a964,2,5,6
68e07f382c48416419f4a96b,0,5,6
68e082622c48416419f4a975,24,1,6
68e083232c48416419f4a977,5,2,6
68e087be2c48416419f4a985,36,3,6
68e088632c48416419f4a986,14,4,6
68e08a762c48416419f4a988,8,2,6
68e08ab22c48416419f4a989,0,3,6
68e08d352c48416419f4a98b,10,2,6
68e093e32c48416419f4a996,24,3,6
68e094f92c48416419f4a999,21,5,6
68e098f22c48416419f4a9a0,1,6,6
68e09a4d2c48416419f4a9a4,2,4,6
68e09a992c48416419f4a9a5,0,6,6
68e09da52c48416419f4a9a8,0,6,6
68e0a1152c48416419f4a9ac,5,3,6
68e0a3182c48416419f4a9af,4,0,6
68e0a8f12c48416419f4a9b6,26,3,6
68e0a9672c48416419f4a9b7,10,1,6
68e0ac5c2c48416419f4a9b8,14,2,6
68e0ad332c48416419f4a9b9,9,4,6
68e0ad572c48416419f4a9ba,5,4,6
68e0b2d42c48416419f4a9c4,1,3,6
68e0b45a2c48416419f4a9c5,2,3,6
68e0b4772c48416419f4a9c7,6,2,6
68e0be012c48416419f4a9d8,29,3,6
68e0be1f2c48416419f4a9d9,2,5,6
68e0c04e2c48416419f4a9de,6,1,6
68e0c1dd2c48416419f4a9e2,2,5,6
68e0c1f62c48416419f4a9e3,2,3,6
68e0c74d2c48416419f4a9ef,2,4,6
68e0c9512c48416419f4a9f4,5,4,6
68e0caf92c48416419f4a9f9,5,1,6
68e0cb5b2c48416419f4a9fb,4,3,6
68e0cc442c48416419f4a9fe,0,3,6
68e0ccdc2c48416419f4aa01,5,2,6
68e0cdfa2c48416419f4aa04,29,2,6
68e0ceca2c48416419f4aa05,3,2,6
68e0cf8c2c48416419f4aa07,0,4,6
68e0d2892c48416419f4aa12,7,4,6
68e0d8212c48416419f4aa20,8,1,6
68e0d8412c48416419f4aa21,9,0,6
68e0d9742c48416419f4aa23,3,3,6
68e0ddee2c48416419f4aa27,0,1,6
68e0e2502c48416419f4aa33,5,5,6
68e0e5b02c48416419f4aa3a,2,4,6
68e0e9032c48416419f4aa41,3,4,6
68e0eadf2c48416419f4aa45,28,3,6
68e0ecf02c48416419f4aa48,6,2,6
68e0ef272c48416419f4aa4c,11,6,6
68e0f00c2c48416419f4aa4f,2,2,6
68e0f2022c48416419f4aa55,13,4,6
68e0f6662c48416419f4aa5c,3,4,6
68e0faaa2c48416419f4aa64,1,3,6
68e0fb932c48416419f4aa65,3,5,6
68e0fd3c2c48416419f4aa68,31,2,6
68e0fe6c2c48416419f4aa69,3,4,6
68e100db2c48416419f4aa6b,0,5,6
68e1029e2c48416419f4aa6f,16,4,6
68e105712c48416419f4aa73,19,1,6
68e105972c48416419f4aa74,0,6,6
68e109da2c48416419f4aa76,13,3,6
68e10aa22c48416419f4aa77,5,3,6
68e115bc2c48416419f4aa7f,26,0,6
68e118a12c48416419f4aa80,11,4,6
68e148202c48416419f4aa89,2,4,6
68e158952c48416419f4aa8b,6,2,6
68e16e1c2c48416419f4aa90,2,1,6
68e16e4c2c48416419f4aa91,2,5,6
68e17f1c2c48416419f4aa95,1,1,6
68e189d22c48416419f4aa96,0,5,6
68e1960b2c48416419f4aa9f,4,2,6
68e19b5e2c48416419f4aaa3,12,4,6
68e19f072c48416419f4aaa4,0,6,6
68e1a83c2c48416419f4aaaa,8,2,6
68e1ac562c48416419f4aab2,5,0,6
68e1ad4b2c48416419f4aab5,2,4,6
68e1af6e2c48416419f4aab9,2,6,6
68e1af992c48416419f4aaba,11,4,6
68e1b30a2c48416419f4aac1,3,3,6
68e1bba22c48416419f4aacf,0,6,6
68e1bca62c48416419f4aad0,3,5,6
68e1bd1f2c48416419f4aad1,5,4,6
68e1c3542c48416419f4aadc,1,4,6
68e1c49a2c48416419f4aadf,0,4,6
68e1c5e62c48416419f4aae0,2,6,6
68e1c8982c48416419f4aae9,1,5,6
68e1c9122c48416419f4aaea,2,6,6
68e1c91e2c48416419f4aaeb,6,2,6
68e1ca7f2c48416419f4aaed,8,0,6
68e1caac2c48416419f4aaee,12,3,6
68e1cb4c2c48416419f4aaf3,2,5,6
68e1cd832c48416419f4aaf6,0,1,6
68e1ce152c48416419f4aaf7,8,1,6
68e1cf262c48416419f4aaf9,9,2,6
68e1d1fc2c48416419f4aaff,8,0,6
68e1d3222c48416419f4ab00,2,2,6
68e1d3522c48416419f4ab01,0,0,6
68e1d3c22c48416419f4ab04,7,5,6
68e1d4282c48416419f4ab06,2,6,6
68e1d6a02c48416419f4ab0c,0,5,6
68e1d70a2c48416419f4ab0e,2,4,6
68e1db8d2c48416419f4ab17,3,0,6
68e1dca42c48416419f4ab19,5,0,6
68e1ddf92c48416419f4ab1f,4,2,6
68e1de132c48416419f4ab20,1,5,6
68e1e1472c48416419f4ab29,28,0,6
68e1e38e2c48416419f4ab30,1,5,6
68e1e4112c48416419f4ab31,7,0,6
68e1e4fe2c48416419f4ab34,1,0,6
68e1e6ca2c48416419f4ab37,3,1,6
68e1e6d42c48416419f4ab38,2,1,6
68e1e6fa2c48416419f4ab39,10,3,6
68e1e7f72c48416419f4ab3a,1,6,6
68e1e9752c48416419f4ab3c,3,3,6
68e1e9f82c48416419f4ab3d,0,6,6
68e1eb722c48416419f4ab42,14,2,6
68e1ee8a2c48416419f4ab48,5,3,6
68e1ef9e2c48416419f4ab4b,3,6,6
68e1efa52c48416419f4ab4c,6,6,6
68e1f1322c48416419f4ab50,7,4,6
68e1f41e2c48416419f4ab56,5,2,6
68e1f7e52c48416419f4ab60,3,1,6
68e1f8242c48416419f4ab62,5,1,6
68e1f8512c48416419f4ab63,14,2,6
68e1f8b82c48416419f4ab65,7,2,6
68e1fa9c2c48416419f4ab6c,7,3,6
68e1fb952c48416419f4ab76,16,1,6
68e200a72c48416419f4ab80,22,1,6
68e202b12c48416419f4ab87,0,1,6
68e202f62c48416419f4ab89,7,4,6
68e203c22c48416419f4ab8a,2,4,6
68e204d82c48416419f4ab8c,4,4,6
68e2061a2c48416419f4ab8f,4,3,6
68e206442c48416419f4ab90,10,2,6
68e207032c48416419f4ab91,6,1,6
68e209a92c48416419f4ab94,10,0,6
68e20c112c48416419f4ab99,6,1,6
68e20de02c48416419f4ab9a,13,5,6
68e214b32c48416419f4aba6,10,0,6
68e2161b2c48416419f4abac,3,3,6
68e219a62c48416419f4abb2,3,5,6
68e21a592c48416419f4abb3,1,3,6
68e21ba92c48416419f4abb5,14,3,6
68e222b12c48416419f4abbf,1,5,6
68e223792c48416419f4abc2,9,3,6
68e223d02c48416419f4abc6,7,0,6
68e2247a2c48416419f4abc8,6,2,6
68e22aa32c48416419f4abd8,10,4,6
68e22b632c48416419f4abdb,4,5,6
68e22c102c48416419f4abdc,0,0,6
68e22d112c48416419f4abdf,4,0,6
68e22d812c48416419f4abe0,1,3,6
68e22d912c48416419f4abe1,6,1,6
68e22f932c48416419f4abe7,21,2,6
68e232682c48416419f4abef,4,2,6
68e234222c48416419f4abf3,7,3,6
68e234bf2c48416419f4abf4,7,2,6
68e236c82c48416419f4abf8,4,1,6
68e2390f2c48416419f4abfe,17,0,6
68e23b042c48416419f4ac02,3,3,6
68e23b2d2c48416419f4ac03,4,1,6
68e23baf2c48416419f4ac05,0,4,6
68e23c332c48416419f4ac08,9,4,6
68e23cb52c48416419f4ac0a,5,0,6
68e23ce42c48416419f4ac0c,12,3,6
68e243f32c48416419f4ac14,28,2,6
68e246ac2c48416419f4ac19,2,4,6
68e246cf2c48416419f4ac1b,22,2,6
68e246ee2c48416419f4ac1c,9,2,6
68e24d4c2c48416419f4ac30,12,1,6
68e24e312c48416419f4ac33,35,1,6
68e24fe92c48416419f4ac37,5,1,6
68e252bc2c48416419f4ac40,2,2,6
68e2548b2c48416419f4ac43,11,1,6
68e2575f2c48416419f4ac49,0,0,6
68e2582c2c48416419f4ac4b,7,2,6
68e259e42c48416419f4ac50,3,0,6
68e25d9c2c48416419f4ac58,4,0,6
68e25edb2c48416419f4ac5b,15,6,6
68e260592c48416419f4ac60,1,0,6
68e265742c48416419f4ac68,1,2,6
68e265c32c48416419f4ac69,2,4,6
68e268f32c48416419f4ac6c,0,4,6
68e26c3b2c48416419f4ac6f,22,2,6
68e26e302c48416419f4ac72,5,2,6
68e2725e2c48416419f4ac75,10,1,6
68e27a302c48416419f4ac79,14,4,6
68e2817c2c48416419f4ac7b,7,3,6
68e287ea2c48416419f4ac83,6,1,6
68e28b752c48416419f4ac84,2,4,6
68e2aec82c48416419f4ac8b,0,5,6
68e2b0cd2c48416419f4ac8c,24,0,6
68e2d78e2c48416419f4ac9d,7,3,6
68e2d9c92c48416419f4aca1,4,0,6
68e2dae52c48416419f4aca3,3,0,6
68e2e0c92c48416419f4acb2,0,1,6
68e2e1792c48416419f4acb5,15,0,6
68e2e50f2c48416419f4acc1,9,1,6
68e2e5372c48416419f4acc2,5,0,6
68e2e5492c48416419f4acc3,6,2,6
68e2e5952c48416419f4acc5,2,2,6
68e2e5f32c48416419f4acc8,8,0,6
68e2e7802c48416419f4accd,0,0,6
68e2e9102c48416419f4accf,6,1,6
68e2eaa22c48416419f4acd1,6,2,6
68e2ecde2c48416419f4acd6,1,0,6
68e2ee902c48416419f4acda,4,1,6
68e2efce2c48416419f4acdd,24,3,6
68e2f1052c48416419f4ace2,1,4,6
68e2f1732c48416419f4ace4,3,3,6
68e2f2952c48416419f4acea,5,3,6
68e2f7c92c48416419f4acf8,3,1,6
68e2f8ea2c48416419f4acfb,0,1,6
68e2fa452c48416419f4acfe,4,2,6
68e2fab42c48416419f4acff,9,3,6
68e2fb4e2c48416419f4ad01,6,1,6
68e303562c48416419f4ad17,4,1,6
68e303932c48416419f4ad18,0,0,6
68e303b72c48416419f4ad19,4,2,6
68e306052c48416419f4ad21,1,4,6
68e307392c48416419f4ad25,3,1,6
68e307cc2c48416419f4ad2a,1,2,6
68e3080d2c48416419f4ad2c,3,4,6
68e308462c48416419f4ad30,2,0,6
68e308f72c48416419f4ad34,1,3,6
68e30ac22c48416419f4ad3c,7,2,6
68e30bba2c48416419f4ad43,4,4,6
68e30c402c48416419f4ad46,1,4,6
68e30c6a2c48416419f4ad47,0,0,6
68e30d892c48416419f4ad4c,1,3,6
