anon_user,constraints_found,out_of
68db8c14efaeec64e5eb728d,2,5
68db8e2defaeec64e5eb7290,3,5
68db8ed8efaeec64e5eb7291,1,5
68db92d9efaeec64e5eb7295,1,5
68db95aaefaeec64e5eb7299,5,5
68db9bceefaeec64e5eb72a0,4,5
68db9bf5efaeec64e5eb72a1,2,5
68dba2c6efaeec64e5eb72a5,0,5
68dba43fefaeec64e5eb72a8,4,5
68dba60fefaeec64e5eb72ae,2,5
68dba7e0efaeec64e5eb72b0,2,5
68dba9d7efaeec64e5eb72b3,3,5
68dbc230efaeec64e5eb72c0,4,5
68dbc842efaeec64e5eb72c4,2,5
68dbcfcaefaeec64e5eb72c6,3,5
68dbeddbefaeec64e5eb72cd,2,5
68dc29f9efaeec64e5eb72d0,2,5
68dc3916efaeec64e5eb72d5,0,5
68dc3c4befaeec64e5eb72d9,2,5
68dc3e2defaeec64e5eb72dd,2,5
68dc3f24efaeec64e5eb72e0,2,5
68dc3f41efaeec64e5eb72e1,2,5
68dc4658efaeec64e5eb72e7,4,5
68dc46f9efaeec64e5eb72e9,4,5
68dc4713efaeec64e5eb72ea,3,5
68dc4dbdefaeec64e5eb72f7,2,5
68dc4e78efaeec64e5eb72f8,3,5
68dc4f03efaeec64e5eb72fa,0,5
68dc4f84efaeec64e5eb72fc,1,5
68dc4fe9efaeec64e5eb72fd,3,5
68dc5001efaeec64e5eb72fe,3,5
68dc51d2efaeec64e5eb7302,2,5
68dc531aefaeec64e5eb7307,0,5
68dc536cefaeec64e5eb730a,4,5
68dc53f6efaeec64e5eb730c,3,5
68dc5451efaeec64e5eb730d,1,5
68dc55e7efaeec64e5eb7316,2,5
68dc5617efaeec64e5eb7317,3,5
68dc564cefaeec64e5eb7318,2,5
68dc5694efaeec64e5eb731b,2,5
68dc5733efaeec64e5eb731e,3,5
68dc576aefaeec64e5eb731f,2,5
68dc57b3efaeec64e5eb7320,2,5
68dc5825efaeec64e5eb7322,1,5
68dc594eefaeec64e5eb732b,3,5
68dc59fbefaeec64e5eb732d,3,5
68dc5a19efaeec64e5eb732e,2,5
68dc5a86efaeec64e5eb732f,4,5
68dc5abcefaeec64e5eb7330,0,5
68dc5d4eefaeec64e5eb7337,3,5
68dc5ee5efaeec64e5eb733c,3,5
68dc606cefaeec64e5eb7345,3,5
68dc60a0efaeec64e5eb7347,3,5
68dc6104efaeec64e5eb7349,5,5
68dc6162efaeec64e5eb734a,1,5
68dc6252efaeec64e5eb734d,1,5
68dc6437efaeec64e5eb7351,4,5
68dc6466efaeec64e5eb7353,3,5
68dc6556efaeec64e5eb7359,4,5
68dc66a8efaeec64e5eb735c,3,5
68dc6720efaeec64e5eb735e,0,5
68dc6743efaeec64e5eb735f,5,5
68dc68d3efaeec64e5eb7367,0,5
68dc68d8efaeec64e5eb7368,4,5
68dc6a4defaeec64e5eb736b,2,5
68dc6a57efaeec64e5eb736c,3,5
68dc7ad2efaeec64e5eb7378,4,5
68dc7bd4efaeec64e5eb737b,1,5
68dc7ca7efaeec64e5eb737e,3,5
68dc7db2efaeec64e5eb737f,1,5
68dc7ecdefaeec64e5eb7383,2,5
68dc8044efaeec64e5eb7385,3,5
68dc8549efaeec64e5eb738e,3,5
68dc864befaeec64e5eb7392,1,5
68dc88faefaeec64e5eb7399,1,5
68dc8c1befaeec64e5eb739c,0,5
68dc8d53efaeec64e5eb73a2,1,5
68dc8e63efaeec64e5eb73a4,1,5
68dc8ebfefaeec64e5eb73a6,2,5
68dc8ec0efaeec64e5eb73a7,2,5
68dc8f4cefaeec64e5eb73aa,2,5
68dc9238efaeec64e5eb73b0,4,5
68dc928eefaeec64e5eb73b3,2,5
68dc956befaeec64e5eb73bb,2,5
68dc95dbefaeec64e5eb73bd,1,5
68dc99edefaeec64e5eb73c1,2,5
68dc9a71efaeec64e5eb73c2,0,5
68dc9ccdefaeec64e5eb73c7,2,5
68dc9d76efaeec64e5eb73cb,2,5
68dc9ebeefaeec64e5eb73d0,2,5
68dc9f2befaeec64e5eb73d1,2,5
68dc9f78efaeec64e5eb73d4,2,5
68dca1a9efaeec64e5eb73dc,3,5
68dca2cfefaeec64e5eb73df,2,5
68dcada0efaeec64e5eb73e8,3,5
68dcaf0aefaeec64e5eb73eb,0,5
68dcafbbefaeec64e5eb73ec,4,5
68dcb173efaeec64e5eb73f1,1,5
68dcb20defaeec64e5eb73f2,4,5
68dcb2f1efaeec64e5eb73f5,2,5
68dcb367efaeec64e5eb73f7,1,5
68dcb5c9efaeec64e5eb73fe,2,5
68dcb649efaeec64e5eb73ff,2,5
68dcb66befaeec64e5eb7400,1,5
68dcb744efaeec64e5eb7403,3,5
68dcb74defaeec64e5eb7404,4,5
68dcb752efaeec64e5eb7406,3,5
68dcb91befaeec64e5eb740c,1,5
68dcbdc0efaeec64e5eb7416,2,5
68dcccedefaeec64e5eb7425,1,5
68dccf83efaeec64e5eb7429,0,5
68dcd267efaeec64e5eb742c,4,5
68dcd32aefaeec64e5eb7430,5,5
68dcd48eefaeec64e5eb7432,0,5
68dcd509efaeec64e5eb7433,3,5
68dcd811efaeec64e5eb7438,2,5
68dcda63efaeec64e5eb743b,3,5
68dce292efaeec64e5eb7446,1,5
68dce458efaeec64e5eb7449,4,5
68dce858efaeec64e5eb744e,3,5
68dce8e5efaeec64e5eb7450,3,5
68dce957efaeec64e5eb7451,3,5
68dceab4efaeec64e5eb7453,0,5
68dcf289efaeec64e5eb7459,1,5
68dcf496efaeec64e5eb7460,1,5
68dcf820efaeec64e5eb7462,2,5
68dcff6eefaeec64e5eb746b,3,5
68dd0259efaeec64e5eb7470,0,5
68dd0608efaeec64e5eb7476,5,5
68dd0861efaeec64e5eb7479,2,5
68dd0a5defaeec64e5eb747d,3,5
68dd0afbefaeec64e5eb747e,3,5
68dd0afdefaeec64e5eb747f,3,5
68dd0ec4efaeec64e5eb7484,1,5
68dd12baefaeec64e5eb7488,2,5
68dd1590efaeec64e5eb748a,0,5
68dd1c04efaeec64e5eb7491,0,5
68dd2a61efaeec64e5eb7494,2,5
68dd67b8efaeec64e5eb7496,1,5
68dd8670efaeec64e5eb749e,2,5
68dd868cefaeec64e5eb749f,2,5
68dd9071efaeec64e5eb74a5,1,5
68dd956defaeec64e5eb74a8,3,5
68dd9699efaeec64e5eb74ab,4,5
68dd98faefaeec64e5eb74af,5,5
68dd9ac7efaeec64e5eb74b4,2,5
68dd9bbaefaeec64e5eb74b7,2,5
68dd9c41efaeec64e5eb74b8,3,5
68dd9e6defaeec64e5eb74bc,2,5
68dda1c3efaeec64e5eb74c2,2,5
68dda1f7efaeec64e5eb74c3,2,5
68dda7fdefaeec64e5eb74ca,3,5
68dda9c8efaeec64e5eb74ce,3,5
68ddaabbefaeec64e5eb74cf,3,5
68ddacc3efaeec64e5eb74d1,1,5
68ddadc8efaeec64e5eb74d3,3,5
68ddaeb1efaeec64e5eb74d6,1,5
68ddb001efaeec64e5eb74dc,2,5
68ddb003efaeec64e5eb74dd,3,5
68ddb3caefaeec64e5eb74e2,2,5
68ddb4d2efaeec64e5eb74e3,5,5
68ddbdb6efaeec64e5eb74e8,4,5
68ddbfc9efaeec64e5eb74ec,3,5
68ddcb60efaeec64e5eb74f3,1,5
68ddd27aefaeec64e5eb74f9,4,5
68ddd305efaeec64e5eb74fc,4,5
68ddd3bfefaeec64e5eb74fd,1,5
68ddd6ccefaeec64e5eb7500,3,5
68ddd7a8efaeec64e5eb7502,1,5
68dddb89efaeec64e5eb7509,0,5
68dddb93efaeec64e5eb750a,0,5
68dddecaefaeec64e5eb750f,3,5
68dddf7defaeec64e5eb7511,0,5
68dde12fefaeec64e5eb7517,1,5
68dde133efaeec64e5eb7518,2,5
68dde2adefaeec64e5eb751f,3,5
68dde322efaeec64e5eb7521,3,5
68dde4f0efaeec64e5eb7526,3,5
68dde655efaeec64e5eb752f,3,5
68dde76befaeec64e5eb7533,2,5
68dde795efaeec64e5eb7535,3,5
68dde7e1efaeec64e5eb7536,2,5
68dde82cefaeec64e5eb7538,3,5
68ddec19efaeec64e5eb7540,2,5
68ddecacefaeec64e5eb7543,0,5
68ddf17cefaeec64e5eb754c,2,5
68ddf2b0efaeec64e5eb754f,0,5
68ddf395efaeec64e5eb7550,3,5
68ddf7312c48416419f4a76d,2,5
68ddf74e2c48416419f4a76e,3,5
68ddf77a2c48416419f4a76f,0,5
68ddf8412c48416419f4a772,3,5
68ddf8a12c48416419f4a775,3,5
68ddf9382c48416419f4a777,1,5
68ddfa852c48416419f4a77b,0,5
68ddfbe32c48416419f4a780,2,5
68ddfc392c48416419f4a781,0,5
68ddfc492c48416419f4a782,4,5
68ddfe482c48416419f4a788,5,5
68ddfe602c48416419f4a789,4,5
68ddfeed2c48416419f4a78c,0,5
68ddfff42c48416419f4a790,1,5
68de01c62c48416419f4a796,3,5
68de05b32c48416419f4a79f,0,5
68de0aa42c48416419f4a7a4,2,5
68de0ac52c48416419f4a7a5,3,5
68de0d532c48416419f4a7a9,3,5
68de0f8b2c48416419f4a7ad,2,5
68de18892c48416419f4a7b9,3,5
68de1c9c2c48416419f4a7bc,2,5
68de20022c48416419f4a7bf,2,5
68de26fe2c48416419f4a7c4,0,5
68de2ed12c48416419f4a7ca,1,5
68de30d92c48416419f4a7d0,5,5
68de323a2c48416419f4a7d3,3,5
68de34da2c48416419f4a7d5,3,5
68de386f2c48416419f4a7db,3,5
68de3e222c48416419f4a7e1,4,5
68de3f022c48416419f4a7e3,4,5
68de432d2c48416419f4a7e7,5,5
68de43a72c48416419f4a7ec,1,5
68de43bd2c48416419f4a7ed,4,5
68de44702c48416419f4a7f0,1,5
68de44ce2c48416419f4a7f2,1,5
68de46fc2c48416419f4a7f3,4,5
68de48672c48416419f4a7f8,2,5
68de48882c48416419f4a7f9,1,5
68de494f2c48416419f4a7fd,3,5
68de4a362c48416419f4a800,3,5
68de4a4c2c48416419f4a801,2,5
68de4b2d2c48416419f4a802,3,5
68de4b9d2c48416419f4a803,1,5
68de5ef12c48416419f4a814,2,5
68de6d6b2c48416419f4a822,0,5
68de785a2c48416419f4a827,2,5
68decb322c48416419f4a82e,4,5
68deda942c48416419f4a832,1,5
68dedc802c48416419f4a836,2,5
68dedc9e2c48416419f4a837,1,5
68dee2c52c48416419f4a83e,3,5
68dee5b52c48416419f4a844,3,5
68def10e2c48416419f4a84f,1,5
68def1612c48416419f4a850,4,5
68defeaa2c48416419f4a857,4,5
68df17c62c48416419f4a85d,2,5
68df29652c48416419f4a86b,1,5
68df2b432c48416419f4a86d,0,5
68df2efa2c48416419f4a870,4,5
68df34d92c48416419f4a875,2,5
68df36732c48416419f4a876,4,5
68df37ac2c48416419f4a87a,3,5
68df37b72c48416419f4a87b,2,5
68df38b82c48416419f4a87f,2,5
68df3a732c48416419f4a883,2,5
68df3c952c48416419f4a885,2,5
68df438d2c48416419f4a88c,3,5
68df450a2c48416419f4a88e,2,5
68df45692c48416419f4a890,3,5
68df4c6d2c48416419f4a899,4,5
68df4cba2c48416419f4a89b,1,5
68df4e7c2c48416419f4a89d,3,5
68df59e02c48416419f4a8a9,3,5
68df5a9c2c48416419f4a8aa,3,5
68df604b2c48416419f4a8ae,0,5
68df690f2c48416419f4a8b4,3,5
68df69b12c48416419f4a8b5,4,5
68df6c382c48416419f4a8b9,3,5
68df6c842c48416419f4a8ba,0,5
68df6d502c48416419f4a8bc,3,5
68df6e3d2c48416419f4a8bd,0,5
68df74bf2c48416419f4a8c2,3,5
68df783b2c48416419f4a8c6,1,5
68df7b682c48416419f4a8c8,2,5
68df7d282c48416419f4a8cd,3,5
68df81172c48416419f4a8d0,0,5
68df8bef2c48416419f4a8d8,4,5
68df8f932c48416419f4a8dc,4,5
68df94132c48416419f4a8df,4,5
68df9fa02c48416419f4a8e4,3,5
68dfa4022c48416419f4a8e8,3,5
68dfa4de2c48416419f4a8ea,3,5
68dfa5e72c48416419f4a8eb,3,5
68dfb1412c48416419f4a8f6,2,5
68dfb38a2c48416419f4a8f9,2,5
68dfb7dd2c48416419f4a8fc,1,5
68dfbab52c48416419f4a8ff,3,5
68dfbaf32c48416419f4a902,4,5
68dfbf862c48416419f4a906,1,5
68e031b02c48416419f4a90e,5,5
68e035ea2c48416419f4a911,4,5
68e036bd2c48416419f4a912,3,5
68e03a742c48416419f4a916,2,5
68e03c672c48416419f4a918,1,5
68e03dde2c48416419f4a91a,3,5
68e043e52c48416419f4a920,2,5
68e0445d2c48416419f4a922,4,5
68e044cc2c48416419f4a923,1,5
68e045972c48416419f4a925,2,5
68e04aab2c48416419f4a929,2,5
68e04aad2c48416419f4a92a,1,5
68e05b8a2c48416419f4a93d,0,5
68e05e762c48416419f4a93e,5,5
68e061612c48416419f4a940,2,5
68e065e72c48416419f4a943,1,5
68e0701a2c48416419f4a94a,3,5
68e0702f2c48416419f4a94b,5,5
68e0719b2c48416419f4a94d,3,5
68e077312c48416419f4a955,3,5
68e07b1f2c48416419f4a95c,4,5
68e07b9f2c48416419f4a95e,4,5
68e07ca02c48416419f4a961,0,5
68e07d242c48416419f4a963,0,5
68e07df32c48416419f4a966,2,5
68e07dfe2c48416419f4a967,1,5
68e07e532c48416419f4a969,5,5
68e07f5a2c48416419f4a96c,3,5
68e080f42c48416419f4a972,3,5
68e082222c48416419f4a974,5,5
68e082a82c48416419f4a976,2,5
68e083aa2c48416419f4a978,4,5
68e086452c48416419f4a980,1,5
68e086e72c48416419f4a982,5,5
68e087ba2c48416419f4a984,2,5
68e090582c48416419f4a98e,3,5
68e091f72c48416419f4a991,2,5
68e093bf2c48416419f4a995,5,5
68e095db2c48416419f4a99b,3,5
68e0963c2c48416419f4a99c,4,5
68e099ef2c48416419f4a9a2,0,5
68e09c6a2c48416419f4a9a6,3,5
68e0a0922c48416419f4a9ab,2,5
68e0a4582c48416419f4a9b0,3,5
68e0a5a02c48416419f4a9b2,1,5
68e0a5f12c48416419f4a9b3,4,5
68e0aeea2c48416419f4a9bd,3,5
68e0afe32c48416419f4a9bf,3,5
68e0b23a2c48416419f4a9c3,1,5
68e0b4642c48416419f4a9c6,3,5
68e0b7792c48416419f4a9ca,3,5
68e0b88f2c48416419f4a9ce,1,5
68e0b9452c48416419f4a9cf,2,5
68e0ba7e2c48416419f4a9d1,2,5
68e0bc482c48416419f4a9d5,1,5
68e0c05e2c48416419f4a9df,3,5
68e0c3802c48416419f4a9e5,2,5
68e0c3ee2c48416419f4a9e6,4,5
68e0c4c42c48416419f4a9e8,3,5
68e0c6242c48416419f4a9eb,2,5
68e0c9432c48416419f4a9f3,1,5
68e0c9902c48416419f4a9f5,1,5
68e0c9ad2c48416419f4a9f6,2,5
68e0c9e52c48416419f4a9f7,1,5
68e0cd422c48416419f4aa02,3,5
68e0cf332c48416419f4aa06,3,5
68e0d0c52c48416419f4aa0e,4,5
68e0d0dd2c48416419f4aa0f,1,5
68e0d24b2c48416419f4aa11,2,5
68e0d3472c48416419f4aa15,0,5
68e0d51e2c48416419f4aa19,3,5
68e0d6cc2c48416419f4aa1c,3,5
68e0d7d92c48416419f4aa1f,1,5
68e0da2a2c48416419f4aa24,2,5
68e0dab12c48416419f4aa25,3,5
68e0db212c48416419f4aa26,3,5
68e0e04f2c48416419f4aa2c,0,5
68e0e1542c48416419f4aa2f,2,5
68e0e1862c48416419f4aa31,2,5
68e0e20d2c48416419f4aa32,3,5
68e0e5262c48416419f4aa36,2,5
68e0e5732c48416419f4aa38,3,5
68e0e6312c48416419f4aa3b,4,5
68e0e9862c48416419f4aa42,5,5
68e0ed242c48416419f4aa49,2,5
68e0ed272c48416419f4aa4a,3,5
68e0ef8e2c48416419f4aa4d,2,5
68e0f0742c48416419f4aa50,3,5
68e0f1ee2c48416419f4aa53,3,5
68e0f1f52c48416419f4aa54,2,5
68e0f31b2c48416419f4aa56,3,5
68e0f6092c48416419f4aa5b,2,5
68e0f8642c48416419f4aa60,4,5
68e102502c48416419f4aa6e,3,5
68e103362c48416419f4aa71,4,5
68e10c752c48416419f4aa79,2,5
68e114682c48416419f4aa7e,3,5
68e124e32c48416419f4aa81,1,5
68e1366d2c48416419f4aa84,2,5
68e1417e2c48416419f4aa86,2,5
68e1420c2c48416419f4aa87,2,5
68e15cef2c48416419f4aa8d,2,5
68e17cdc2c48416419f4aa94,2,5
68e18b692c48416419f4aa98,5,5
68e18b7e2c48416419f4aa99,1,5
68e191d52c48416419f4aa9d,2,5
68e199ec2c48416419f4aaa1,4,5
68e19a562c48416419f4aaa2,2,5
68e1a7e02c48416419f4aaa9,1,5
68e1a9d52c48416419f4aaae,3,5
68e1aa252c48416419f4aaaf,5,5
68e1ab892c48416419f4aab1,3,5
68e1ac602c48416419f4aab3,2,5
68e1b0622c48416419f4aabe,1,5
68e1b2562c48416419f4aac0,3,5
68e1b3b72c48416419f4aac3,3,5
68e1b4a92c48416419f4aac5,2,5
68e1b9032c48416419f4aaca,3,5
68e1b9752c48416419f4aacd,4,5
68e1bd922c48416419f4aad3,0,5
68e1c0e12c48416419f4aad8,3,5
68e1c42f2c48416419f4aade,0,5
68e1c7842c48416419f4aae4,0,5
68e1c7952c48416419f4aae5,0,5
68e1c8022c48416419f4aae7,0,5
68e1c8482c48416419f4aae8,1,5
68e1cadf2c48416419f4aaef,2,5
68e1cd182c48416419f4aaf5,3,5
68e1cf992c48416419f4aafa,3,5
68e1d05e2c48416419f4aafd,4,5
68e1d3ba2c48416419f4ab03,3,5
68e1d6d22c48416419f4ab0d,1,5
68e1d8cd2c48416419f4ab11,0,5
68e1d9682c48416419f4ab12,1,5
68e1db182c48416419f4ab15,0,5
68e1dc1d2c48416419f4ab18,2,5
68e1ddcc2c48416419f4ab1e,1,5
68e1dec92c48416419f4ab22,3,5
68e1ded92c48416419f4ab23,3,5
68e1e07a2c48416419f4ab27,0,5
68e1e0d92c48416419f4ab28,3,5
68e1e2762c48416419f4ab2e,3,5
68e1e5b42c48416419f4ab35,3,5
68e1ea1d2c48416419f4ab3e,2,5
68e1ed922c48416419f4ab44,1,5
68e1eec22c48416419f4ab49,1,5
68e1ef1c2c48416419f4ab4a,4,5
68e1f28b2c48416419f4ab53,4,5
68e1f6f52c48416419f4ab5c,2,5
68e1f7ba2c48416419f4ab5e,2,5
68e1f7e22c48416419f4ab5f,1,5
68e1f7fb2c48416419f4ab61,3,5
68e1fa172c48416419f4ab68,3,5
68e1fa352c48416419f4ab69,1,5
68e1faac2c48416419f4ab6e,3,5
68e1fad42c48416419f4ab6f,0,5
68e1fae62c48416419f4ab70,1,5
68e1faea2c48416419f4ab71,3,5
68e1fb8c2c48416419f4ab74,2,5
68e1fb922c48416419f4ab75,4,5
68e1fcdf2c48416419f4ab77,1,5
68e1fe8e2c48416419f4ab7c,2,5
68e2012e2c48416419f4ab83,0,5
68e2055a2c48416419f4ab8e,0,5
68e208da2c48416419f4ab93,2,5
68e20b8b2c48416419f4ab98,1,5
68e20fea2c48416419f4ab9d,0,5
68e210452c48416419f4aba0,2,5
68e211be2c48416419f4aba2,3,5
68e2154b2c48416419f4aba9,3,5
68e215d02c48416419f4abab,1,5
68e2174c2c48416419f4abaf,0,5
68e217582c48416419f4abb0,3,5
68e21fd32c48416419f4abbb,4,5
68e220472c48416419f4abbc,3,5
68e222ef2c48416419f4abc1,3,5
68e2246e2c48416419f4abc7,2,5
68e225d22c48416419f4abce,2,5
68e225db2c48416419f4abcf,3,5
68e226dd2c48416419f4abd1,4,5
68e227752c48416419f4abd3,2,5
68e227c02c48416419f4abd4,4,5
68e2291c2c48416419f4abd6,4,5
68e22a752c48416419f4abd7,2,5
68e22b3f2c48416419f4abd9,5,5
68e22c952c48416419f4abde,1,5
68e22f1b2c48416419f4abe3,2,5
68e22fc52c48416419f4abe8,3,5
68e2312d2c48416419f4abec,2,5
68e2313b2c48416419f4abee,2,5
68e2396d2c48416419f4abff,4,5
68e23a592c48416419f4ac01,2,5
68e23c072c48416419f4ac07,3,5
68e23c592c48416419f4ac09,3,5
68e23cc42c48416419f4ac0b,1,5
68e2426c2c48416419f4ac11,1,5
68e243c72c48416419f4ac13,3,5
68e243fb2c48416419f4ac15,2,5
68e247a82c48416419f4ac1e,0,5
68e248252c48416419f4ac1f,0,5
68e2486f2c48416419f4ac21,1,5
68e249552c48416419f4ac25,0,5
68e249d12c48416419f4ac26,3,5
68e24a072c48416419f4ac28,3,5
68e24a522c48416419f4ac2a,3,5
68e24afe2c48416419f4ac2c,0,5
68e24b562c48416419f4ac2d,2,5
68e250502c48416419f4ac3a,0,5
68e2524d2c48416419f4ac3d,2,5
68e252872c48416419f4ac3f,2,5
68e255a62c48416419f4ac45,1,5
68e2578f2c48416419f4ac4a,2,5
68e2585d2c48416419f4ac4c,2,5
68e259772c48416419f4ac4f,2,5
68e25b112c48416419f4ac53,1,5
68e25b792c48416419f4ac54,3,5
68e25f112c48416419f4ac5e,1,5
68e25f6f2c48416419f4ac5f,0,5
68e260892c48416419f4ac62,1,5
68e261772c48416419f4ac63,0,5
68e262e52c48416419f4ac66,2,5
68e269eb2c48416419f4ac6d,0,5
68e273f12c48416419f4ac76,2,5
68e273f12c48416419f4ac77,1,5
68e282fc2c48416419f4ac7e,3,5
68e283922c48416419f4ac7f,1,5
68e2839d2c48416419f4ac80,3,5
68e28e5b2c48416419f4ac86,3,5
68e292b02c48416419f4ac89,0,5
68e2b1bd2c48416419f4ac8e,0,5
68e2b5582c48416419f4ac8f,3,5
68e2cb2a2c48416419f4ac94,3,5
68e2cbe52c48416419f4ac95,3,5
68e2d09d2c48416419f4ac97,3,5
68e2d7792c48416419f4ac9c,0,5
68e2db792c48416419f4aca4,3,5
68e2dbec2c48416419f4aca5,0,5
68e2ddfc2c48416419f4aca8,1,5
68e2e00e2c48416419f4acaf,0,5
68e2e0192c48416419f4acb0,2,5
68e2e0f42c48416419f4acb3,1,5
68e2e2ef2c48416419f4acbb,3,5
68e2e2f12c48416419f4acbc,0,5
68e2e4b12c48416419f4acc0,3,5
68e2e5852c48416419f4acc4,5,5
68e2e5d72c48416419f4acc7,3,5
68e2e6872c48416419f4acca,0,5
68e2e7102c48416419f4accb,4,5
68e2e73a2c48416419f4accc,2,5
68e2ed822c48416419f4acd7,0,5
68e2eee52c48416419f4acdb,2,5
68e2f1a92c48416419f4ace6,3,5
68e2f1e42c48416419f4ace7,2,5
